,irritable,angry,afraid,worried,ruminating,down,hopeless,anhedonic,avoidact,avoidpeople
0,44.16772926591067,43.69522204629089,44.88621340294186,46.64035531239612,40.4475013851252,46.258765213398746,45.16282887196619,43.656493943133164,39.80940002730243,36.48241815710766
1,39.23248420682132,28.189386442306095,35.29500866419809,56.2396240694109,47.27639866806906,45.20583101932223,41.062060504170624,42.25015234909599,37.529471719818304,35.61562162058577
2,30.361091327784983,28.50201037944544,29.437701785435856,35.17068377048429,31.108101598774883,32.868708767346085,30.269166897654816,31.63182499299449,31.609168610146654,30.617745026734305
3,26.490117444982708,8.15336080004265,8.738356060562207,40.502289503261146,25.874591387351607,34.811887559730046,12.175328505360145,36.75701632128085,40.126655683438976,33.662575917853886
4,54.29585094693501,41.93599536923982,38.9969523345823,68.73832603635407,51.30754481600664,53.79825191590232,45.87212428440636,46.802812908386855,46.75788280096158,41.06379052150355
